Sizes uquark cquark squark dquark spongent-88 spongent-128 spongent-160 spongent-224 spongent-256
16 189 172 178 171 177 182 190 190 173
32 182 171 182 178 177 172 172 174 171
64 182 175 168 178 167 165 171 190 167
128 175 175 190 182 188 175 172 172 167
256 189 182 172 183 170 183 173 175 188
512 178 173 178 189 188 173 189 168 174
1024 171 165 175 172 172 165 189 171 167
2048 190 190 178 168 177 168 188 168 177
4096 183 175 172 165 167 182 172 189 164
