Sizes uquark cquark squark dquark spongent-88 spongent-128 spongent-160 spongent-224 spongent-256
16 969 908 932 909 932 919 924 912 904
32 934 908 942 917 958 936 937 904 900
64 933 936 948 921 921 950 979 924 908
128 924 952 944 942 941 932 918 919 932
256 906 925 971 948 953 920 901 908 908
512 915 973 934 939 904 936 928 941 928
1024 912 941 912 931 921 937 964 932 919
2048 924 908 921 932 898 957 912 929 920
4096 958 931 920 935 911 952 915 921 913
