Sizes uquark cquark squark dquark spongent-88 spongent-128 spongent-160 spongent-224 spongent-256
16 928 904 905 916 934 917 932 924 901
32 908 920 923 952 940 937 950 924 911
64 907 910 915 931 897 932 940 934 944
128 928 912 932 943 945 908 931 924 929
256 920 940 957 914 920 918 901 908 904
512 934 918 958 929 922 905 927 967 899
1024 910 936 948 924 927 929 927 938 936
2048 929 936 924 932 947 932 926 912 908
4096 938 928 950 959 920 907 981 916 933
